input,normalized,correct_label,time_context,location_context
where is my pnts,where is my pants,pants,night,community
thereis an ant,there's an ant,ant,afternoon,hospital
i want a drink,i want a drink,soda,night,community
get me a glass,get me a glass,glass,midday,school
this is my fvrt book,this is my fvrt book,favorite book,morning,home
i want to chang my t-shirt,i want to change my t-shirt,change t-shirt,afternoon,hospital
i want jackfruit,i want jackfruit,jackfruit,morning,home
i wan a drink,i wan a drink,water,morning,home
i feel cold,i feel cold,sweater,evening,restaurant
add osme chilli,add some chilli,chilli,afternoon,hospital
nobiting please,biting please,no biting please,afternoon,hospital
i want to sleep,i want to sleep,nap,afternoon,hospital
i feel cold,i feel cold,blanket,morning,home
i want apple,i want apple,apple,midday,school
i watn strawberry milkshake,i what strawberry milkshake,strawberry milkshake,afternoon,hospital
i wan a drink,i wan a drink,coca-cola,evening,restaurant
add som salt,add some salt,salt,night,community
add more sause,add more sause,sauce,morning,home
its very hazards,its very hazards,hazards,morning,home
hwo many,hwo many,how many,night,community
i need medicine,i need medicine,tablet,midday,school
i need achalk,i need chalk,chalk,morning,home
i' irritated,i'm irritated,irritated,midday,school
give m some food,give m some food,food,morning,home
i want a drink,i want a drink,water,afternoon,hospital
i like guava,i like guava,guava,evening,restaurant
give me papaya,give me papaya,papaya,afternoon,hospital
my ns,my ns,nose,evening,restaurant
this ismy father,this ismy father,father,afternoon,hospital
happy ganesh chtrth,happy ganesh chaturthi,ganesh chaturthi,afternoon,hospital
i want my jacket,i want my jacket,jacket,midday,school
it is20 rupees,it is20 rupees,inr 20,midday,school
giv me pencil,give me pencil,pencil,morning,home
take that bowl,take that bowl,bowl,night,community
i feel pain,i feel pain,clinic,night,community
hpapy holi,happy holi,holi,night,community
i am doing lg exercise,i am doing leg exercise,leg exercises,afternoon,hospital
is this th standing line,is this the standing line,standing line,midday,school
i want fud,i want fud,tiffin,evening,restaurant
i like soccer,i like soccer,soccer,morning,home
i want odsa,i want soda,dosa,afternoon,hospital
happyeaster,happyeaster,easter,afternoon,hospital
i feel cold,i feel cold,sweater,evening,restaurant
its th donkey,its the donkey,donkey,evening,restaurant
i need medicin,i need medicin,syrup,night,community
i wan a drink,i wan a drink,water,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
i am feeling ashmed,i am feeling ashmed,ashamed,night,community
happy birthady,happy birthday,friend's birthday,night,community
i need medicine,i need medicine,tablet,morning,home
i am thirsty,i am thirsty,juice,evening,restaurant
this ismy brother,this ismy brother,brother,night,community
i need saniatry napkins,i need sanitary napkins,sanitary napkins,midday,school
iwant some laddoo,want some laddoo,laddoo,evening,restaurant
i feel isck,i feel sick,i feel sick,afternoon,hospital
i want my gloves,i want my gloves,gloves,afternoon,hospital
add somechilli,add chilli,chilli,morning,home
i wan food,i wan food,snack,afternoon,hospital
tak me to hospital,take me to hospital,hospital,midday,school
where is the sellotape,where is the sellotape,sellotape,midday,school
it s 2000 rupees,it s 2000 rupees,inr 2000,afternoon,hospital
give m muskmelon,give m muskmelon,muskmelon,evening,restaurant
i want a drnk,i want a drnk,water,morning,home
getme a glass,get a glass,glass,midday,school
i want a drink,i want a drink,coca-cola,evening,restaurant
there is the bus,there is the bus,bus,midday,school
can you make a sandwich for me,can you make a sandwich for me,sandwich,afternoon,hospital
i am feeling warm,i am feeling warm,feeling warm,midday,school
i want a drink,i want a drink,coca-cola,evening,restaurant
i am thirsty,i am thirsty,juice,evening,restaurant
i feel pain,i feel pain,doctor,afternoon,hospital
i need medicine,i need medicine,tablet,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
its my legos,its my legos,legos,morning,home
i don't understand,i don't understand,i don't understand,night,community
its snowy,its snowy,snowy,night,community
there's the pengiun,there's the penguin,penguin,afternoon,hospital
give me muskmelon,give me muskmelon,muskmelon,midday,school
i want dnout,i want donut,donut,morning,home
give some piclke,give some pickle,pickle,afternoon,hospital
i wan food,i wan food,dinner,night,community
i feel cold,i feel cold,sweater,evening,restaurant
itsso golden,its golden,golden,evening,restaurant
i feel sick,i feel sick,i feel sick,midday,school
give me a cu,give me a cut,cup,evening,restaurant
i want to wear belt,i want to wear belt,belt,evening,restaurant
i wanthard boiled eggs,i wanthard boiled eggs,hard boiled eggs,night,community
itsgray,itsgray,gray,evening,restaurant
give me some curd,give me some curd,curd,afternoon,hospital
its inside hte fridge,its inside white fridge,fridge,morning,home
i want a drink,i want a drink,juice,midday,school
tkae me to canteen,take me to canteen,canteen,afternoon,hospital
this is my caregiver,this is my caregiver,caregiver,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
i am feeling warm,i am feeling warm,feeling warm,morning,home
"""give me water.","""give me water.""",water,evening,restaurant
i wan to sleep,i wan to sleep,nap,afternoon,hospital
i feel pain,i feel pain,doctor,afternoon,hospital
add mr sause,add mr sause,sauce,afternoon,hospital
pls,pls,please,midday,school
can yo make me some scrambled eggs,can you make me some scrambled eggs,scrambled eggs,afternoon,hospital
its a bffl,its a bffl,buffalo,midday,school
its a buffal,its a buffalo,buffalo,night,community
there is the skipin rope,there is the skiping rope,skipping rope,evening,restaurant
i wantto watch cricket,i want watch cricket,cricket,night,community
these are my favouritse,these are my favourites,favourites,afternoon,hospital
i want to buy some stationary,i want to buy some stationary,stationery,afternoon,hospital
i am hungry,i am hungry,lunch,midday,school
beautiful colors,beautiful colors,colors,evening,restaurant
i want oatmeal,i want oatmeal,oatmeal,afternoon,hospital
i want chikoo milkshake,i want chikoo milkshake,chikoo milkshake,morning,home
happy birthday,happy birthday,friend's birthday,midday,school
give me some nuts,give me some nuts,nuts,evening,restaurant
give memuskmelon,give muskmelon,muskmelon,night,community
i want blueberry,i want blueberry,blueberry,night,community
there ispanda,there panda,panda,afternoon,hospital
giveme an eraser,give an eraser,eraser,evening,restaurant
give me sm fruit,give me sm fruit,fruit,night,community
i want to sleap,i want to sleap,nap,afternoon,hospital
godo night,good night,good night,evening,restaurant
i wnt pork,i want pork,pork,morning,home
thereis a bee,there's a bee,bee,evening,restaurant
i feel cold,i feel cold,coat,night,community
i want a drnk,i want a drnk,water,afternoon,hospital
give me some dips,give me some dips,dips,evening,restaurant
give me som eggs,give me some eggs,eggs,evening,restaurant
give me some unts,give me some nuts,nuts,night,community
i feel cold,i feel cold,blanket,morning,home
shall we go i car,shall we go i car,car,evening,restaurant
canyou repeat that question,canyou repeat that question,questions,evening,restaurant
quiet please,quiet please,quiet please!,morning,home
i feel pain,i feel pain,doctor,afternoon,hospital
there is the horse,there is the horse,horse,midday,school
i love mango,i love mango,mango,morning,home
i am thirsty,i am thirsty,water,morning,home
draw a slanting line,draw a slanting line,slanting line,night,community
i want a drnk,i want a drnk,soda,night,community
i want to eat,i want to eat,snack,afternoon,hospital
they are my friend,they are my friend,friends,night,community
this is brow,this is brown,brown,morning,home
i want to sleap,i want to sleap,nap,afternoon,hospital
its in kithcen,its in kitchen,kitchen,midday,school
i wan a drink,i wan a drink,soda,night,community
i need medicine,i need medicine,syrup,night,community
can you ctu my nails,can you ctu my nails,cut nails,morning,home
take me to th shop,take me to the shop,shop,afternoon,hospital
ilike soccer,like soccer,soccer,night,community
i want food,i want food,lunch,midday,school
give me papay,give me papaya,papaya,evening,restaurant
its spring itme,its spring time,spring,evening,restaurant
t is 50 rupees,t is 50 rupees,inr 50,morning,home
i need medicine,i need medicine,syrup,night,community
great job,great job,great job!!!,night,community
add some peppe,add some pepper,pepper,afternoon,hospital
i want ice crm,i want ice cream,icecream,midday,school
it is 050 rupees,it is 50 rupees,inr 500,midday,school
i want to see nurse,i want to see nurse,nurse,morning,home
i am sorry,i am sorry,i am sorry,midday,school
i want to sleep,i want to sleep,nap,morning,home
microwave it,microwave it,microwave,morning,home
happybirthday,birthday,cousin's birthday,morning,home
ge my necklace,gve my necklace,necklace,midday,school
i am thirsty,i am thirsty,water,morning,home
make me somefrench toast,make me french toast,french toast,night,community
can y comb my hair,can y comb my hair,comb hair,afternoon,hospital
dosome salad dressing,some salad dressing,salad dressing,afternoon,hospital
sabzi is nc,sabzi is nc,sabzi,night,community
no hitting please,no hitting please,no hitting please,morning,home
give me sm biscuit,give me sm biscuit,biscuits,morning,home
give me some food,give me some food,food,night,community
give me somefanta,give me somefanta,fanta,morning,home
can you cmb my hair,can you comb my hair,comb hair,evening,restaurant
pleaseshare,please share,please share,midday,school
i am hungry,i am hungry,tiffin,evening,restaurant
i see the cwo,i see the cwo,cow,morning,home
iwant croissant,want croissant,croissant,evening,restaurant
i wan to eat,i wan to eat,breakfast,morning,home
i need medicine,i need medicine,capsule,afternoon,hospital
"""please give me a dosa.""","""please give me a dosa.""",dosa,night,community
its sohot,its hot,hot,night,community
i am feelingcold,i am feeling cold,feeling cold,morning,home
shall we go to an restaurant,shall we go to an restaurant,restaurant,afternoon,hospital
there isthe skiping rope,there the skiping rope,skipping rope,morning,home
give me bread,give me bread,bread,afternoon,hospital
ineed mutton,need mutton,mutton,night,community
letsgo to grocery shop,lets to grocery shop,grocery shop,morning,home
how many,how many,how many,morning,home
i have a bde time routine,i have a be time routine,bed time routine,evening,restaurant
i am hungry,i am hungry,dinner,night,community
can weplay hide and seek,can play hide and seek,hide and seek,evening,restaurant
i want some lemon juice,i want some lemon juice,lemon juice,evening,restaurant
happy birthday,happy birthday,birthdays,afternoon,hospital
i wan to eat,i wan to eat,lunch,midday,school
lts go to fruit shop,lets go to fruit shop,fruit shop,midday,school
my clothesare loose,my clothes loose,my clothes are loose,morning,home
ths is my chappals,this is my chappals,chappals,evening,restaurant
can you hepl me remove clothes,can you hepl me remove clothes,help remove clothes,evening,restaurant
i need medicine,i need medicine,syrup,evening,restaurant
there is th skunk,there is the skunk,skunk,evening,restaurant
